"id","armA","armB","responded","female","age","agegrp","edu","town","camp"
11837,1,0,0,0,43,"30-44","higher","rural","gov"
11838,0,1,0,0,79,"60+","basic","city","none"
11839,0,1,0,0,48,"45-59","higher","town","gov"
11840,0,1,0,0,70,"60+","secondary","town","gov"
11841,0,1,0,0,39,"30-44","higher","city","none"
11842,0,1,0,1,75,"60+","secondary","city","none"
11843,1,0,0,1,48,"45-59","secondary","town","none"
11844,0,1,0,1,38,"30-44","secondary","rural","gov"
11845,0,1,0,0,49,"45-59","secondary","town","none"
11846,0,1,0,0,69,"60+","higher","city","none"
11847,0,1,0,1,65,"60+","higher","town","none"
11848,1,0,0,0,49,"45-59","higher","city","opp"
11849,1,0,0,0,72,"60+","secondary","rural","opp"
11850,0,1,0,1,40,"30-44","secondary","city","none"
11851,1,0,0,1,39,"30-44","basic","rural","opp"
11852,1,0,0,0,65,"60+","higher","rural","none"
11853,1,0,0,0,69,"60+","higher","town","opp"
11854,0,1,0,1,62,"60+","higher","city","opp"
11855,0,1,0,0,54,"45-59","secondary","rural","opp"
11856,0,1,1,0,60,"60+","higher","rural","gov"
11857,1,0,0,1,45,"45-59","secondary","rural","none"
11858,0,1,0,1,24,"18-29","higher","rural","gov"
11859,1,0,1,1,39,"30-44","higher","town","none"
11860,0,1,0,0,35,"30-44","higher","rural","gov"
11861,0,1,0,0,35,"30-44","secondary","rural","gov"
11862,0,1,0,1,41,"30-44","secondary","rural","none"
11863,0,1,0,0,19,"18-29","secondary","city","gov"
11864,0,1,0,1,70,"60+","secondary","city","gov"
11865,1,0,0,1,45,"45-59","secondary","rural","opp"
11866,1,0,0,0,24,"18-29","secondary","town","opp"
11867,0,1,0,1,83,"60+","secondary","town","none"
11868,0,1,0,1,62,"60+","secondary","town","none"
11869,1,0,0,0,51,"45-59","secondary","city","gov"
11870,0,1,0,0,66,"60+","secondary","town","none"
11871,0,1,0,0,47,"45-59","secondary","rural","gov"
11872,0,1,1,0,28,"18-29","secondary","rural","opp"
11873,0,1,0,0,51,"45-59","higher","city","opp"
11874,0,1,0,1,46,"45-59","secondary","town","gov"
11875,0,1,0,1,41,"30-44","secondary","rural","none"
11876,0,1,0,1,56,"45-59","basic","city","none"
11877,0,1,0,0,49,"45-59","basic","rural","opp"
11878,0,1,0,1,23,"18-29","higher","town","none"
11879,0,1,0,1,24,"18-29","higher","town","gov"
11880,0,1,0,1,56,"45-59","secondary","city","none"
11881,0,1,0,0,60,"60+","secondary","town","none"
11882,1,0,0,0,71,"60+","higher","rural","none"
11883,1,0,0,1,43,"30-44","secondary","rural","none"
11884,0,1,0,0,45,"45-59","secondary","rural","none"
11885,1,0,0,0,39,"30-44","secondary","town","gov"
11886,0,1,0,1,55,"45-59","secondary","city","none"
11887,0,1,0,0,37,"30-44","secondary","city","none"
11888,0,1,0,1,36,"30-44","higher","rural","gov"
11889,1,0,0,1,55,"45-59","secondary","city","gov"
11890,0,1,0,1,40,"30-44","higher","rural","none"
11891,0,1,0,1,70,"60+","secondary","rural","opp"
11892,1,0,0,1,32,"30-44","secondary","city","gov"
11893,0,1,0,0,52,"45-59","secondary","rural","none"
11894,0,1,0,1,44,"30-44","higher","rural","gov"
11895,1,0,0,1,57,"45-59","secondary","rural","none"
11896,0,1,0,1,22,"18-29","secondary","town","none"
11897,0,1,0,1,62,"60+","higher","town","gov"
11898,1,0,1,0,76,"60+","higher","town","gov"
11899,1,0,0,1,82,"60+","basic","town","gov"
11900,1,0,1,1,30,"30-44","higher","rural","gov"
11901,1,0,0,1,56,"45-59","higher","town","gov"
11902,1,0,0,0,35,"30-44","secondary","rural","none"
11903,0,1,0,1,50,"45-59","higher","city","gov"
11904,0,1,0,1,63,"60+","basic","town","opp"
11905,1,0,0,1,47,"45-59","higher","rural","none"
11906,0,1,0,1,54,"45-59","secondary","town","none"
11907,0,1,0,0,47,"45-59","secondary","city","opp"
11908,0,1,0,0,52,"45-59","basic","rural","gov"
11909,1,0,0,0,33,"30-44","secondary","rural","opp"
11910,0,1,0,0,59,"45-59","basic","town","none"
11911,0,1,0,1,47,"45-59","secondary","rural","opp"
11912,0,1,0,1,60,"60+","secondary","rural","opp"
11913,1,0,0,1,36,"30-44","higher","town","none"
11914,0,1,0,1,53,"45-59","secondary","rural","opp"
11915,1,0,0,0,61,"60+","secondary","town","none"
11916,0,1,0,1,46,"45-59","higher","town","gov"
11917,1,0,0,1,54,"45-59","higher","city","none"
11918,0,1,0,0,22,"18-29","higher","city","gov"
11919,0,1,0,1,54,"45-59","secondary","rural","none"
11920,0,1,0,0,37,"30-44","secondary","rural","none"
11921,0,1,0,1,60,"60+","secondary","city","gov"
11922,0,1,0,0,48,"45-59","secondary","city","gov"
11923,1,0,0,0,81,"60+","basic","rural","gov"
11924,0,1,0,0,48,"45-59","secondary","town","opp"
11925,0,1,0,0,35,"30-44","secondary","town","none"
11926,1,0,0,1,39,"30-44","secondary","rural","none"
11927,1,0,0,1,46,"45-59","higher","town","gov"
11928,0,1,0,1,45,"45-59","secondary","town","opp"
11929,1,0,0,0,62,"60+","secondary","rural","none"
11930,0,1,0,0,22,"18-29","secondary","rural","gov"
11931,0,1,0,1,33,"30-44","basic","town","gov"
11932,0,1,1,0,30,"30-44","secondary","town","gov"
11933,0,1,0,0,32,"30-44","secondary","town","none"
11934,1,0,0,0,67,"60+","higher","rural","none"
11935,1,0,0,1,48,"45-59","secondary","city","opp"
11936,0,1,0,1,51,"45-59","secondary","city","opp"
11937,0,1,0,0,50,"45-59","higher","town","opp"
11938,0,1,0,0,26,"18-29","secondary","rural","gov"
11939,1,0,0,0,59,"45-59","secondary","rural","gov"
11940,0,1,0,0,72,"60+","basic","town","none"
11941,1,0,0,1,22,"18-29","higher","city","gov"
11942,1,0,0,0,66,"60+","basic","rural","none"
11943,1,0,0,1,31,"30-44","secondary","rural","gov"
11944,0,1,0,0,32,"30-44","higher","rural","opp"
11945,1,0,1,0,34,"30-44","basic","town","opp"
11946,1,0,0,0,36,"30-44","higher","city","gov"
11947,1,0,0,0,37,"30-44","secondary","city","none"
11948,1,0,0,1,29,"18-29","secondary","city","gov"
11949,0,1,0,1,35,"30-44","secondary","rural","none"
11950,1,0,0,1,49,"45-59","higher","town","gov"
11951,1,0,0,1,36,"30-44","secondary","rural","none"
11952,0,1,0,0,29,"18-29","higher","rural","gov"
11953,1,0,0,0,77,"60+","basic","city","opp"
11954,1,0,0,0,31,"30-44","higher","rural","none"
11955,0,1,0,1,55,"45-59","higher","town","none"
11956,1,0,0,0,39,"30-44","basic","town","opp"
11957,0,1,0,1,71,"60+","secondary","town","none"
11958,0,1,0,0,48,"45-59","basic","rural","none"
11959,1,0,1,1,58,"45-59","secondary","town","opp"
11960,0,1,0,1,65,"60+","basic","town","gov"
11961,0,1,0,1,53,"45-59","basic","town","none"
11962,0,1,0,1,58,"45-59","secondary","town","none"
11963,0,1,0,1,27,"18-29","basic","city","opp"
11964,1,0,0,0,57,"45-59","higher","rural","gov"
11965,1,0,0,1,34,"30-44","higher","city","none"
11966,1,0,0,1,53,"45-59","basic","city","gov"
11967,0,1,0,0,79,"60+","secondary","town","gov"
11968,0,1,0,1,52,"45-59","secondary","city","none"
11969,1,0,1,0,57,"45-59","higher","town","opp"
11970,0,1,1,0,63,"60+","secondary","city","gov"
11971,1,0,0,0,33,"30-44","secondary","town","opp"
11972,1,0,0,1,48,"45-59","secondary","city","gov"
11973,1,0,0,0,33,"30-44","higher","rural","gov"
11974,1,0,0,0,48,"45-59","secondary","rural","opp"
11975,0,1,0,1,39,"30-44","secondary","town","none"
11976,0,1,0,0,38,"30-44","basic","rural","opp"
11977,1,0,0,0,25,"18-29","basic","town","opp"
11978,0,1,0,0,82,"60+","basic","town","none"
11979,0,1,0,1,52,"45-59","secondary","rural","opp"
11980,1,0,1,1,28,"18-29","secondary","city","gov"
11981,1,0,0,1,36,"30-44","secondary","city","opp"
11982,0,1,0,1,23,"18-29","secondary","town","none"
11983,0,1,0,0,63,"60+","secondary","city","gov"
11984,0,1,0,0,58,"45-59","secondary","rural","gov"
11985,0,1,0,1,40,"30-44","secondary","town","opp"
11986,1,0,0,0,31,"30-44","basic","city","gov"
11987,1,0,1,1,22,"18-29","secondary","rural","gov"
11988,1,0,0,0,66,"60+","basic","town","none"
11989,1,0,0,0,47,"45-59","secondary","town","none"
11990,0,1,0,0,44,"30-44","secondary","town","none"
11991,0,1,0,1,64,"60+","basic","city","opp"
11992,1,0,0,1,33,"30-44","higher","rural","opp"
11993,1,0,1,0,67,"60+","secondary","town","gov"
11994,1,0,1,1,42,"30-44","secondary","rural","none"
11995,1,0,1,1,31,"30-44","secondary","rural","gov"
11996,0,1,0,0,77,"60+","higher","town","none"
11997,1,0,1,1,78,"60+","basic","city","opp"
11998,0,1,0,1,66,"60+","secondary","town","opp"
11999,0,1,0,0,49,"45-59","secondary","town","gov"
12000,0,1,0,0,25,"18-29","higher","city","opp"
12001,0,1,0,1,31,"30-44","basic","town","gov"
12002,1,0,0,1,36,"30-44","secondary","rural","gov"
12003,1,0,0,0,32,"30-44","basic","town","none"
12004,1,0,0,1,77,"60+","secondary","rural","none"
12005,1,0,0,0,52,"45-59","higher","town","opp"
12006,1,0,0,0,58,"45-59","basic","town","gov"
12007,0,1,0,1,71,"60+","basic","rural","none"
12008,1,0,1,1,23,"18-29","higher","city","opp"
12009,1,0,0,0,62,"60+","basic","rural","none"
12010,0,1,0,0,74,"60+","secondary","town","none"
12011,1,0,0,1,61,"60+","secondary","city","opp"
12012,0,1,0,1,55,"45-59","secondary","town","opp"
12013,0,1,0,0,74,"60+","secondary","city","none"
12014,1,0,0,0,67,"60+","basic","city","gov"
12015,1,0,0,1,52,"45-59","higher","town","none"
12016,1,0,1,1,37,"30-44","secondary","town","gov"
12017,0,1,0,0,26,"18-29","higher","city","gov"
12018,1,0,0,0,65,"60+","secondary","rural","opp"
12019,0,1,0,1,55,"45-59","basic","town","opp"
12020,1,0,0,1,32,"30-44","secondary","rural","gov"
12021,1,0,0,1,46,"45-59","basic","city","gov"
12022,1,0,0,1,53,"45-59","secondary","town","gov"
12023,0,1,0,0,25,"18-29","higher","city","gov"
12024,0,1,0,1,19,"18-29","secondary","rural","opp"
12025,0,1,0,0,47,"45-59","secondary","rural","gov"
12026,0,1,0,0,40,"30-44","higher","town","opp"
12027,1,0,0,0,48,"45-59","secondary","rural","opp"
12028,0,1,0,1,52,"45-59","secondary","rural","none"
12029,0,1,0,1,36,"30-44","higher","rural","none"
12030,1,0,0,1,44,"30-44","higher","town","gov"
12031,1,0,0,0,52,"45-59","secondary","town","none"
12032,1,0,1,1,65,"60+","higher","town","none"
12033,1,0,1,0,56,"45-59","higher","city","none"
12034,1,0,0,1,57,"45-59","secondary","town","gov"
12035,0,1,0,0,78,"60+","higher","town","none"
12036,1,0,0,0,59,"45-59","secondary","rural","gov"
12037,0,1,0,1,44,"30-44","secondary","town","gov"
12038,0,1,0,1,48,"45-59","higher","town","none"
12039,0,1,0,1,21,"18-29","secondary","rural","gov"
12040,1,0,0,1,73,"60+","secondary","rural","opp"
12041,0,1,0,0,49,"45-59","secondary","town","none"
12042,1,0,1,1,67,"60+","secondary","rural","opp"
12043,0,1,0,1,34,"30-44","secondary","city","none"
12044,0,1,0,0,43,"30-44","secondary","town","gov"
12045,0,1,0,1,42,"30-44","secondary","rural","none"
12046,0,1,0,1,54,"45-59","higher","rural","opp"
12047,0,1,0,0,48,"45-59","secondary","rural","opp"
12048,0,1,0,0,54,"45-59","basic","town","gov"
12049,1,0,0,1,37,"30-44","secondary","rural","gov"
12050,0,1,0,0,65,"60+","basic","town","none"
12051,0,1,0,0,32,"30-44","higher","town","gov"
12052,1,0,0,1,23,"18-29","higher","rural","gov"
12053,0,1,0,0,23,"18-29","higher","city","none"
12054,1,0,0,1,35,"30-44","secondary","city","none"
12055,0,1,0,1,54,"45-59","secondary","rural","opp"
12056,0,1,0,0,66,"60+","secondary","city","gov"
12057,1,0,1,1,52,"45-59","secondary","rural","none"
12058,0,1,0,0,67,"60+","secondary","town","gov"
12059,1,0,1,1,53,"45-59","secondary","rural","none"
12060,0,1,0,0,61,"60+","secondary","rural","none"
12061,1,0,0,0,59,"45-59","basic","rural","none"
12062,0,1,0,1,40,"30-44","secondary","city","gov"
12063,1,0,0,0,41,"30-44","higher","rural","none"
12064,0,1,1,1,64,"60+","secondary","rural","opp"
12065,1,0,0,0,48,"45-59","secondary","rural","gov"
12066,1,0,0,1,62,"60+","secondary","rural","opp"
12067,1,0,0,0,22,"18-29","secondary","rural","opp"
12068,0,1,0,1,38,"30-44","higher","rural","none"
12069,1,0,0,1,60,"60+","secondary","town","opp"
12070,0,1,0,0,31,"30-44","higher","rural","opp"
12071,0,1,0,0,28,"18-29","secondary","city","none"
12072,0,1,1,0,24,"18-29","higher","city","none"
12073,1,0,0,0,38,"30-44","secondary","town","opp"
12074,0,1,0,0,65,"60+","higher","city","none"
12075,1,0,1,1,37,"30-44","secondary","town","gov"
12076,1,0,0,1,54,"45-59","higher","town","opp"
12077,1,0,1,0,66,"60+","secondary","rural","none"
12078,1,0,0,1,62,"60+","secondary","town","none"
12079,1,0,0,0,22,"18-29","secondary","rural","gov"
12080,1,0,0,1,53,"45-59","higher","rural","opp"
12081,1,0,0,0,53,"45-59","secondary","city","none"
12082,1,0,0,1,51,"45-59","higher","rural","none"
12083,0,1,0,1,52,"45-59","secondary","rural","none"
12084,1,0,0,0,41,"30-44","secondary","town","opp"
12085,0,1,0,0,53,"45-59","secondary","rural","opp"
12086,0,1,0,1,38,"30-44","basic","town","none"
12087,1,0,1,1,59,"45-59","higher","city","opp"
12088,0,1,0,1,39,"30-44","secondary","city","none"
12089,0,1,0,1,82,"60+","basic","city","none"
12090,1,0,0,1,55,"45-59","secondary","town","opp"
12091,1,0,0,1,67,"60+","secondary","rural","opp"
12092,0,1,0,0,22,"18-29","higher","city","none"
12093,1,0,1,1,38,"30-44","secondary","town","gov"
12094,0,1,0,0,41,"30-44","secondary","rural","opp"
12095,1,0,0,0,29,"18-29","higher","town","gov"
12096,0,1,0,1,33,"30-44","higher","city","opp"
12097,1,0,0,0,56,"45-59","higher","rural","gov"
12098,1,0,0,0,47,"45-59","higher","rural","none"
12099,0,1,0,1,46,"45-59","higher","town","gov"
12100,0,1,0,1,61,"60+","higher","city","gov"
12101,0,1,1,0,20,"18-29","higher","city","gov"
12102,0,1,0,0,50,"45-59","secondary","rural","gov"
12103,1,0,0,0,62,"60+","basic","town","opp"
12104,1,0,0,0,45,"45-59","higher","city","none"
12105,0,1,0,1,44,"30-44","higher","town","gov"
12106,1,0,0,0,35,"30-44","secondary","town","opp"
12107,1,0,0,0,49,"45-59","secondary","rural","none"
12108,1,0,1,0,71,"60+","secondary","rural","none"
12109,0,1,0,0,58,"45-59","basic","rural","opp"
12110,1,0,0,0,37,"30-44","higher","town","gov"
12111,1,0,0,1,47,"45-59","higher","city","none"
12112,0,1,0,1,57,"45-59","higher","rural","none"
12113,1,0,0,1,24,"18-29","higher","city","gov"
12114,0,1,0,0,55,"45-59","secondary","town","opp"
12115,0,1,0,1,68,"60+","basic","rural","gov"
12116,1,0,0,1,49,"45-59","secondary","town","gov"
12117,0,1,1,1,24,"18-29","basic","town","opp"
12118,1,0,1,0,21,"18-29","secondary","city","gov"
12119,0,1,0,0,42,"30-44","secondary","city","none"
12120,1,0,0,1,47,"45-59","higher","rural","none"
12121,1,0,0,0,20,"18-29","secondary","town","none"
12122,0,1,0,0,40,"30-44","higher","town","gov"
12123,1,0,0,1,75,"60+","basic","rural","gov"
12124,1,0,0,0,63,"60+","secondary","rural","gov"
12125,1,0,0,0,71,"60+","basic","city","none"
12126,1,0,0,1,47,"45-59","secondary","town","opp"
12127,1,0,0,1,50,"45-59","secondary","town","opp"
12128,0,1,0,0,74,"60+","higher","city","opp"
12129,1,0,0,0,50,"45-59","secondary","rural","none"
12130,1,0,0,0,51,"45-59","secondary","city","none"
12131,0,1,0,0,47,"45-59","higher","city","gov"
12132,0,1,0,1,29,"18-29","higher","town","gov"
12133,0,1,0,0,40,"30-44","higher","rural","gov"
12134,0,1,0,1,58,"45-59","secondary","rural","none"
12135,1,0,0,1,37,"30-44","basic","town","none"
12136,1,0,0,0,36,"30-44","basic","rural","gov"
12137,1,0,1,0,41,"30-44","higher","rural","gov"
12138,0,1,0,0,41,"30-44","secondary","town","gov"
12139,0,1,0,0,59,"45-59","secondary","city","none"
12140,0,1,0,1,53,"45-59","secondary","city","none"
12141,0,1,0,0,62,"60+","higher","rural","none"
12142,0,1,0,1,35,"30-44","secondary","city","opp"
12143,1,0,0,0,31,"30-44","secondary","city","gov"
12144,0,1,0,0,69,"60+","secondary","town","gov"
12145,0,1,0,0,54,"45-59","secondary","rural","gov"
12146,0,1,0,1,69,"60+","secondary","town","none"
12147,0,1,0,0,37,"30-44","secondary","town","gov"
12148,0,1,0,1,57,"45-59","secondary","rural","gov"
12149,0,1,0,1,34,"30-44","secondary","rural","none"
12150,0,1,0,1,78,"60+","basic","town","opp"
12151,0,1,0,1,48,"45-59","secondary","rural","gov"
12152,0,1,0,0,44,"30-44","higher","town","none"
12153,0,1,0,0,57,"45-59","secondary","rural","opp"
12154,0,1,1,0,44,"30-44","secondary","town","gov"
12155,0,1,0,0,50,"45-59","higher","town","none"
12156,1,0,0,1,54,"45-59","secondary","rural","opp"
12157,1,0,0,0,66,"60+","basic","city","opp"
12158,0,1,0,0,47,"45-59","secondary","city","opp"
12159,1,0,0,0,79,"60+","basic","rural","none"
12160,0,1,0,1,26,"18-29","higher","rural","none"
12161,1,0,0,1,71,"60+","secondary","town","none"
12162,1,0,0,1,68,"60+","basic","town","none"
12163,1,0,0,0,54,"45-59","higher","rural","none"
12164,1,0,0,1,60,"60+","basic","town","none"
12165,0,1,0,0,38,"30-44","basic","city","gov"
12166,1,0,1,0,73,"60+","basic","town","gov"
12167,1,0,1,1,42,"30-44","secondary","rural","gov"
12168,0,1,0,1,34,"30-44","secondary","rural","gov"
12169,1,0,0,0,46,"45-59","secondary","city","none"
12170,0,1,0,0,36,"30-44","secondary","city","gov"
12171,1,0,0,1,32,"30-44","secondary","city","opp"
12172,1,0,0,0,58,"45-59","basic","rural","opp"
12173,0,1,1,0,28,"18-29","secondary","rural","gov"
12174,0,1,0,0,61,"60+","higher","town","opp"
12175,1,0,1,1,43,"30-44","higher","rural","gov"
12176,1,0,0,0,45,"45-59","higher","town","none"
12177,0,1,0,0,70,"60+","higher","rural","none"
12178,0,1,0,0,49,"45-59","secondary","rural","none"
12179,1,0,0,0,50,"45-59","secondary","town","none"
12180,0,1,0,0,44,"30-44","higher","city","none"
12181,0,1,0,0,40,"30-44","secondary","rural","gov"
12182,0,1,0,0,69,"60+","secondary","town","opp"
12183,0,1,0,1,60,"60+","higher","city","opp"
12184,1,0,1,0,77,"60+","secondary","rural","gov"
12185,1,0,0,0,35,"30-44","basic","town","opp"
12186,1,0,0,1,37,"30-44","secondary","rural","gov"
12187,0,1,0,1,46,"45-59","secondary","city","none"
12188,0,1,0,1,76,"60+","secondary","town","opp"
12189,0,1,0,1,67,"60+","higher","town","gov"
12190,0,1,0,0,57,"45-59","higher","town","gov"
12191,1,0,0,0,27,"18-29","secondary","town","gov"
12192,0,1,0,1,53,"45-59","basic","city","gov"
12193,0,1,0,1,58,"45-59","higher","town","opp"
12194,1,0,0,1,56,"45-59","higher","town","gov"
12195,1,0,0,0,54,"45-59","higher","town","none"
12196,0,1,0,0,41,"30-44","secondary","city","none"
12197,1,0,0,0,37,"30-44","secondary","town","opp"
12198,0,1,0,0,63,"60+","higher","rural","opp"
12199,1,0,1,1,25,"18-29","secondary","rural","gov"
12200,1,0,0,0,72,"60+","secondary","town","none"
12201,0,1,0,0,58,"45-59","basic","rural","none"
12202,1,0,0,0,44,"30-44","higher","rural","opp"
12203,0,1,0,1,58,"45-59","basic","city","none"
12204,1,0,1,0,53,"45-59","secondary","rural","gov"
12205,0,1,0,0,55,"45-59","secondary","city","opp"
12206,0,1,0,1,40,"30-44","secondary","rural","none"
12207,0,1,0,1,74,"60+","secondary","city","opp"
12208,1,0,0,1,25,"18-29","higher","city","none"
12209,1,0,0,0,29,"18-29","higher","rural","gov"
12210,1,0,0,1,33,"30-44","secondary","rural","opp"
12211,0,1,0,1,55,"45-59","secondary","town","none"
12212,0,1,0,1,67,"60+","higher","rural","gov"
12213,0,1,0,1,45,"45-59","higher","city","none"
12214,1,0,0,0,47,"45-59","higher","city","opp"
12215,1,0,1,0,22,"18-29","secondary","city","opp"
12216,1,0,0,1,22,"18-29","higher","town","gov"
12217,0,1,0,0,51,"45-59","secondary","city","opp"
12218,0,1,0,1,45,"45-59","secondary","town","opp"
12219,0,1,0,0,64,"60+","higher","town","none"
12220,0,1,0,1,21,"18-29","secondary","town","opp"
12221,1,0,0,1,61,"60+","secondary","rural","gov"
12222,1,0,0,0,33,"30-44","higher","town","gov"
12223,1,0,0,1,49,"45-59","higher","city","gov"
12224,0,1,0,0,29,"18-29","secondary","town","gov"
12225,0,1,0,1,38,"30-44","higher","city","opp"
12226,1,0,0,0,48,"45-59","basic","city","none"
12227,0,1,0,0,68,"60+","higher","city","none"
12228,1,0,0,1,35,"30-44","higher","town","gov"
12229,0,1,0,0,28,"18-29","secondary","rural","gov"
12230,0,1,0,0,42,"30-44","secondary","rural","none"
12231,1,0,0,1,49,"45-59","secondary","city","none"
12232,1,0,0,0,67,"60+","secondary","rural","opp"
12233,1,0,0,0,63,"60+","secondary","town","opp"
12234,0,1,0,1,38,"30-44","secondary","rural","opp"
12235,0,1,0,0,35,"30-44","higher","rural","opp"
12236,0,1,0,1,65,"60+","secondary","rural","gov"
12237,1,0,0,1,28,"18-29","basic","town","opp"
12238,1,0,0,0,50,"45-59","secondary","rural","none"
12239,1,0,0,1,31,"30-44","higher","city","opp"
12240,1,0,0,1,72,"60+","secondary","town","opp"
12241,0,1,0,1,52,"45-59","basic","city","none"
12242,0,1,0,0,54,"45-59","secondary","town","none"
12243,0,1,0,0,27,"18-29","higher","city","gov"
12244,1,0,0,0,23,"18-29","higher","town","none"
12245,1,0,0,0,43,"30-44","secondary","rural","opp"
12246,1,0,0,1,60,"60+","secondary","rural","opp"
12247,0,1,0,1,37,"30-44","higher","town","opp"
12248,1,0,0,1,75,"60+","basic","town","none"
12249,1,0,0,1,25,"18-29","higher","rural","none"
12250,0,1,0,1,29,"18-29","secondary","town","opp"
